complaint_text,category,priority
bus seats are very uncomfortable and need to be replaced i need help with this,Transport,Low
a teacher is giving better marks to students he likes and ignoring the rest of us it has been ignored for too long,Harassment,Medium
i heard some students making fun of a disabled student and nobody said anything please help,Harassment,Low
hi the harassment reporting process is too complicated and discourages students,Harassment,Low
hi the portal should have a dark mode option,IT / Portal,Low
seating in the cafeteria is not enough students have to eat standing kindly resolve this,Cafeteria / Food,Medium
the notice board at the admin block is never updated please help,Administration,Low
the bus driver does not wait even 1 minute if students are slightly late no one has responded yet,Transport,Medium
the admin office shared my personal information with someone outside the university no one has responded yet,Administration,High
there should be a group discussion room in or near the library i need help with this,Library,Low
notifications on the portal are not working so i keep missing announcements kindly resolve this,IT / Portal,Medium
my scholarship money has not arrived for 2 months and i cant pay rent please help,Administration,High
urgent my visa documents were lost by the admin office and i may face deportation,Administration,High
the deadline for document submission was not announced and i missed it please look into this,Administration,Medium
the lighting in some parts of the library is too dim,Library,Low
the fire alarm in the hostel has never worked since i moved in,Hostel,High
hi class starts on time but the room is always locked and we have to wait outside,Academics / Faculty,Low
